"Name","State","Notes","User","Tags","Created","Runtime","Sweep","GIN","aggregation_fn","batch_norm","batch_size","benchmark_idx","dataset","depth","dim0_out_dim","dim1","dim1_out_dim","dropout_p","dummy_var","early_topo","fake","filtration_hidden","fold","folds","hidden_dim","lr","lr_patience","max_epochs","merged","min_lr","model","num_classes","num_coord_funs","num_coord_funs/Gaussian_transform","num_coord_funs/Line_transform","num_coord_funs/RationalHat_transform","num_coord_funs/Triangle_transform","num_coord_funs1","num_coord_funs1/Gaussian_transform","num_coord_funs1/Line_transform","num_coord_funs1/RationalHat_transform","num_coord_funs1/Triangle_transform","num_filtrations","num_node_features","paired","q_dim_set2set","residual","residual_and_bn","seed","set2set","set_out_dim","share_filtration_parameters","task","train_eps","training_seed","use_node_attributes","best_val_acc","best_val_loss","epoch","lr-Adam","restored_test_acc","restored_test_loss","test_acc","test_loss","train_acc_epoch","train_acc_step","train_loss_epoch","train_loss_step","val_acc","val_acc_epoch","val_acc_step","val_loss","val_loss_epoch","val_loss_step","val_loss_step/epoch_0","validation_loss"
"LargerTopoGNN_Necklaces","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T12:55:48.000Z","441","5wps1rt0","false","","true","32","","Necklaces","8","","false","","0","","false","","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","254192558","true","","","199","0.0000078125","0.46464645862579346","0.6945661902427673","0.46464645862579346","0.6945661306381226","1","1","0.0001013617220451124","0.00020824355306103823","0.6483516693115234","","","2.641756772994995","","","",""
"LargerTopoGNN_Necklaces","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T12:52:29.000Z","735","5wps1rt0","false","","true","32","","Necklaces","8","","true","","0","","false","","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","3596905176","true","","","199","0.000015625","0.9898989796638488","0.010228848084807396","0.9898989796638488","0.010228833183646202","1","1","0.0000027390685772843426","0.0000015683338006056149","0.9890109896659852","","","0.020460298284888268","","","",""
"LargerTopoGNN_Necklaces","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T12:49:08.000Z","440","5wps1rt0","false","","true","32","","Necklaces","7","","false","","0","","false","","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","2394876433","true","","","199","0.000015625","0.808080792427063","1.1416656970977783","0.808080792427063","1.141665816307068","1","1","0.00002478411261108704","0.00003365488737472333","0.8571428656578064","","","0.6195587515830994","","","",""
"LargerTopoGNN_Necklaces","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T12:44:56.000Z","644","5wps1rt0","false","","true","32","","Necklaces","7","","true","","0","","false","","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","1440224335","true","","","199","0.000015625","0.9494949579238892","0.222752183675766","0.9494949579238892","0.22275224328041077","1","1","0.000012209434316901024","0.0000023878756110207178","0.9670329689979552","","","0.10166656225919724","","","",""
"LargerTopoGNN_Necklaces","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T12:41:53.000Z","430","5wps1rt0","false","","true","32","","Necklaces","6","","false","","0","","false","","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","2713166450","true","","","199","0.0000078125","0.5454545617103577","0.6911293268203735","0.5454545617103577","0.6911293268203735","1","1","0.00007378969894489273","0.00002815443258441519","0.6813187003135681","","","2.286628246307373","","","",""
"LargerTopoGNN_Necklaces","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T12:39:58.000Z","744","5wps1rt0","false","","true","32","","Necklaces","6","","true","","0","","false","","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","1904009169","true","","","199","0.000015625","0.9494949579238892","0.11063484847545624","0.9494949579238892","0.11063474416732788","1","1","0.000016323683666996658","0.000022942122086533345","0.9670329689979552","","","0.22246725857257843","","","",""
"LargerTopoGNN_Necklaces","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T12:37:55.000Z","411","5wps1rt0","false","","true","32","","Necklaces","5","","false","","0","","false","","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","3379754442","true","","","199","0.0000078125","0.4141414165496826","0.7137960195541382","0.4141414165496826","0.7137960195541382","1","1","0.00008831186278257519","0.00004699911005445756","0.6263736486434937","","","2.32867169380188","","","",""
"LargerTopoGNN_Necklaces","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T12:31:42.000Z","606","5wps1rt0","false","","true","32","","Necklaces","5","","true","","0","","false","","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","1875238856","true","","","199","0.0000078125","0.9090909361839294","0.2971546947956085","0.9090909361839294","0.29715460538864136","1","1","0.00005043273631599732","0.00002426182436465751","0.9230769276618958","","","0.5068501830101013","","","",""
"LargerTopoGNN_Necklaces","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T12:31:17.000Z","391","5wps1rt0","false","","true","32","","Necklaces","4","","false","","0","","false","","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","2150523340","true","","","199","0.0000078125","0.5555555820465088","0.6849795579910278","0.5555555820465088","0.6849795579910278","1","1","0.0002280679764226079","0.00004996650022803806","0.7362637519836426","","","1.4331146478652954","","","",""
"LargerTopoGNN_Necklaces","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T12:27:13.000Z","761","5wps1rt0","false","","true","32","","Necklaces","4","","true","","0","","false","","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","1075490706","true","","","199","0.000015625","0.9595959782600404","0.10227429866790771","0.9595959782600404","0.10227435827255248","1","1","0.00004141731915296987","0.000014252196706365794","0.9120879173278807","","","0.34229519963264465","","","",""
