"Name","depth","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","GIN","aggregation_fn","batch_norm","batch_size","benchmark_idx","dataset","deepset","dim0_out_dim","dim1","dim1_out_dim","dropout_p","dummy_var","early_topo","fake","filtration_hidden","fold","folds","hidden_dim","lr","lr_patience","max_epochs","merged","min_lr","model","num_classes","num_coord_funs","num_coord_funs/Gaussian_transform","num_coord_funs/Line_transform","num_coord_funs/RationalHat_transform","num_coord_funs/Triangle_transform","num_coord_funs1","num_coord_funs1/Gaussian_transform","num_coord_funs1/Line_transform","num_coord_funs1/RationalHat_transform","num_coord_funs1/Triangle_transform","num_filtrations","num_node_features","paired","q_dim_set2set","residual","residual_and_bn","seed","set2set","set_out_dim","share_filtration_parameters","task","train_eps","training_seed","use_node_attributes","legacy","shallow_deepset","swap_bn_order","tanh_filtrations","best_val_acc","best_val_loss","epoch","lr-Adam","restored_test_acc","restored_test_loss","test_acc","test_loss","train_acc_epoch","train_acc_step","train_loss_epoch","train_loss_step","val_acc","val_acc_epoch","val_acc_step","val_loss","val_loss_epoch","val_loss_step","val_loss_step/epoch_0","validation_loss"
"LargerGCN_Necklaces","8","z9mxy80u","finished","-","edebrouwer","LargerGCN, Necklaces","2021-02-03T13:44:56.000Z","280","zqwfzo9q","false","","true","32","","Necklaces","","","","","0","","","","","","","146","0.001","25","200","false","0.000001","LargerGCN","2","","","","","","","","","","","","3","false","","true","","42","","","","Tasks.GRAPH_CLASSIFICATION","true","14002761","true","","","","","","","199","0.0000625","0.9898989796638488","0.021190984174609184","0.9898989796638488","0.021190986037254333","1","1","0.000021811854821862653","0.00002480480725353118","0.9120879173278807","","","0.5140036940574646","","","",""
"LargerGCN_Necklaces","7","1ncnpkuv","finished","-","edebrouwer","LargerGCN, Necklaces","2021-02-03T13:43:03.000Z","269","zqwfzo9q","false","","true","32","","Necklaces","","","","","0","","","","","","","146","0.001","25","200","false","0.000001","LargerGCN","2","","","","","","","","","","","","3","false","","true","","42","","","","Tasks.GRAPH_CLASSIFICATION","true","1904398103","true","","","","","","","199","0.0000078125","0.6060606241226196","0.6967387795448303","0.6060606241226196","0.6967388391494751","1","1","0.00011071193148382008","0.00025070231640711427","0.8351648449897766","","","0.9173297882080078","","","",""
"LargerGCN_Necklaces","6","rzt7ls2g","finished","-","edebrouwer","LargerGCN, Necklaces","2021-02-03T13:41:32.000Z","267","zqwfzo9q","false","","true","32","","Necklaces","","","","","0","","","","","","","146","0.001","25","200","false","0.000001","LargerGCN","2","","","","","","","","","","","","3","false","","true","","42","","","","Tasks.GRAPH_CLASSIFICATION","true","2530882075","true","","","","","","","199","0.0000078125","0.6060606241226196","0.6766983270645142","0.6060606241226196","0.6766983866691589","1","1","0.00021289724099915475","0.0005563399754464626","0.791208803653717","","","1.181034803390503","","","",""
"LargerGCN_Necklaces","5","paxn6q5b","finished","-","edebrouwer","LargerGCN, Necklaces","2021-02-03T13:41:28.000Z","266","zqwfzo9q","false","","true","32","","Necklaces","","","","","0","","","","","","","146","0.001","25","200","false","0.000001","LargerGCN","2","","","","","","","","","","","","3","false","","true","","42","","","","Tasks.GRAPH_CLASSIFICATION","true","1767781822","true","","","","","","","199","0.000015625","0.8484848737716675","0.7200008630752563","0.8484848737716675","0.7200009226799011","1","1","0.00024113802646752447","0.00008525185694452375","0.7692307829856873","","","1.1824302673339844","","","",""
"LargerGCN_Necklaces","4","z9mxy80u","finished","-","edebrouwer","LargerGCN, Necklaces","2021-02-03T13:40:34.000Z","254","zqwfzo9q","false","","true","32","","Necklaces","","","","","0","","","","","","","146","0.001","25","200","false","0.000001","LargerGCN","2","","","","","","","","","","","","3","false","","true","","42","","","","Tasks.GRAPH_CLASSIFICATION","true","581830038","true","","","","","","","199","0.000015625","0.747474730014801","0.8228764533996582","0.747474730014801","0.8228763341903687","1","1","0.0004082746454514563","0.00010728148481575772","0.791208803653717","","","1.2962018251419067","","","",""
"LargerGCN_Necklaces","3","1ncnpkuv","finished","-","edebrouwer","LargerGCN, Necklaces","2021-02-03T13:39:03.000Z","233","zqwfzo9q","false","","true","32","","Necklaces","","","","","0","","","","","","","146","0.001","25","200","false","0.000001","LargerGCN","2","","","","","","","","","","","","3","false","","true","","42","","","","Tasks.GRAPH_CLASSIFICATION","true","2862846944","true","","","","","","","199","0.0000078125","0.6767676472663879","0.6179100871086121","0.6767676472663879","0.6179100871086121","1","1","0.003944037482142448","0.0015535993734374642","0.7692307829856873","","","1.0973834991455078","","","",""
"LargerGCN_Necklaces","2","rzt7ls2g","finished","-","edebrouwer","LargerGCN, Necklaces","2021-02-03T13:37:37.000Z","232","zqwfzo9q","false","","true","32","","Necklaces","","","","","0","","","","","","","146","0.001","25","200","false","0.000001","LargerGCN","2","","","","","","","","","","","","3","false","","true","","42","","","","Tasks.GRAPH_CLASSIFICATION","true","3465334637","true","","","","","","","199","0.0000078125","0.5656565427780151","0.7436004877090454","0.5656565427780151","0.7436004877090454","0.928749978542328","0.875","0.2362046241760254","0.26025649905204773","0.5714285969734192","","","1.1715333461761477","","","",""
"LargerGCN_Necklaces","1","z9mxy80u","finished","-","edebrouwer","LargerGCN, Necklaces","2021-02-03T13:36:50.000Z","220","zqwfzo9q","false","","true","32","","Necklaces","","","","","0","","","","","","","146","0.001","25","200","false","0.000001","LargerGCN","2","","","","","","","","","","","","3","false","","true","","42","","","","Tasks.GRAPH_CLASSIFICATION","true","2896210377","true","","","","","","","199","0.0000078125","0.4141414165496826","0.7176995277404785","0.4141414165496826","0.7176995277404785","0.7074999809265137","0.5625","0.5681004524230957","0.6476914882659912","0.3846153914928436","","","0.8237970471382141","","","",""
"LargerGCN_Cycles","8","paxn6q5b","finished","-","edebrouwer","Cycles, LargerGCN","2021-02-03T13:36:30.000Z","292","zqwfzo9q","false","","true","32","","Cycles","","","","","0","","","","","","","146","0.001","25","200","false","0.000001","LargerGCN","2","","","","","","","","","","","","3","false","","true","","42","","","","Tasks.GRAPH_CLASSIFICATION","true","1570205410","true","","","","","","","199","0.00025","1","0.000003612835598687525","1","0.000003612836053434876","1","1","0.000012570170838444028","0.000003334121856823913","1","","","0.0000060661568568320945","","","",""
"smooth-sweep-7","7","paxn6q5b","crashed","-","edebrouwer","","2021-02-03T13:35:30.000Z","0","zqwfzo9q","","","","32","","Cycles","","","","","0","","","","","","","146","0.001","25","200","","0.000001","LargerGCN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LargerGCN_Cycles","6","1ncnpkuv","finished","-","edebrouwer","Cycles, LargerGCN","2021-02-03T13:34:30.000Z","265","zqwfzo9q","false","","true","32","","Cycles","","","","","0","","","","","","","146","0.001","25","200","false","0.000001","LargerGCN","2","","","","","","","","","","","","3","false","","true","","42","","","","Tasks.GRAPH_CLASSIFICATION","true","1617692317","true","","","","","","","199","0.00025","1","0.000006290436431299895","1","0.000006290436431299895","1","1","0.000016105872418847866","0.000006560102974617621","1","","","0.000009634336493036244","","","",""
"LargerGCN_Cycles","5","rzt7ls2g","finished","-","edebrouwer","Cycles, LargerGCN","2021-02-03T13:33:11.000Z","261","zqwfzo9q","false","","true","32","","Cycles","","","","","0","","","","","","","146","0.001","25","200","false","0.000001","LargerGCN","2","","","","","","","","","","","","3","false","","true","","42","","","","Tasks.GRAPH_CLASSIFICATION","true","3278247024","true","","","","","","","199","0.00025","1","0.00000986420582194114","1","0.00000986420582194114","1","1","0.00003725344868144021","0.000004585789156408282","1","","","0.000008490102118230425","","","",""
"LargerGCN_Cycles","4","z9mxy80u","finished","-","edebrouwer","Cycles, LargerGCN","2021-02-03T13:32:36.000Z","241","zqwfzo9q","false","","true","32","","Cycles","","","","","0","","","","","","","146","0.001","25","200","false","0.000001","LargerGCN","2","","","","","","","","","","","","3","false","","true","","42","","","","Tasks.GRAPH_CLASSIFICATION","true","1978075862","true","","","","","","","199","0.00025","1","0.000020640367438318208","1","0.00002064036925730761","1","1","0.00005018237425247207","0.000005934210548730334","1","","","0.000017869229850475676","","","",""
