"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","GIN","aggregation_fn","batch_norm","batch_size","benchmark_idx","dataset","depth","dim0_out_dim","dim1","dim1_out_dim","dropout_p","dummy_var","early_topo","fake","filtration_hidden","fold","folds","hidden_dim","lr","lr_patience","max_epochs","merged","min_lr","model","num_classes","num_coord_funs","num_coord_funs/Gaussian_transform","num_coord_funs/Line_transform","num_coord_funs/RationalHat_transform","num_coord_funs/Triangle_transform","num_coord_funs1","num_coord_funs1/Gaussian_transform","num_coord_funs1/Line_transform","num_coord_funs1/RationalHat_transform","num_coord_funs1/Triangle_transform","num_filtrations","num_node_features","paired","q_dim_set2set","residual","residual_and_bn","seed","set2set","set_out_dim","share_filtration_parameters","task","train_eps","training_seed","use_node_attributes","best_val_acc","best_val_loss","epoch","lr-Adam","restored_test_acc","restored_test_loss","test_acc","test_loss","train_acc_epoch","train_acc_step","train_loss_epoch","train_loss_step","val_acc","val_acc_epoch","val_acc_step","val_loss","val_loss_epoch","val_loss_step","val_loss_step/epoch_0","validation_loss"
"LargerTopoGNN_Necklaces","4dd1hfxi","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T23:27:36.000Z","460","p22f2bys","false","","true","32","","Necklaces","8","","false","","0","","false","true","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","3936000089","true","","","199","0.0000078125","0.5656565427780151","0.676693320274353","0.5656565427780151","0.6766933798789978","1","1","0.00011111948697362096","0.000018454540622769855","0.5824176073074341","","","3.2738821506500244","","","",""
"LargerTopoGNN_Necklaces","s775scy1","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T23:25:15.000Z","655","p22f2bys","false","","true","32","","Necklaces","8","","true","","0","","false","true","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","3640885940","true","","","199","0.0000078125","0.8282828330993652","0.5750395655632019","0.8282828330993652","0.5809531807899475","1","1","0.0000029050597731838934","0.0000010132765737580485","0.8791208863258362","","","0.9109782576560974","","","",""
"LargerTopoGNN_Necklaces","2m3bwbwg","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T23:24:04.000Z","437","p22f2bys","false","","true","32","","Necklaces","7","","false","","0","","false","true","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","118707427","true","","","199","0.0000078125","0.5656565427780151","0.6798970699310303","0.5656565427780151","0.6798970103263855","1","1","0.00010304369061486796","0.00009020801371661946","0.6153846383094788","","","3.1292548179626465","","","",""
"LargerTopoGNN_Necklaces","2uyj5q3a","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T23:20:57.000Z","696","p22f2bys","false","","true","32","","Necklaces","7","","true","","0","","false","true","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","460006300","true","","","199","0.000015625","0.7979797720909119","0.47680455446243286","0.7676767706871033","0.43386775255203247","1","1","0.00002623510590638034","0.00001344010524917394","0.8351648449897766","","","0.6609780788421631","","","",""
"LargerTopoGNN_Necklaces","s775scy1","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T23:18:27.000Z","405","p22f2bys","false","","true","32","","Necklaces","6","","false","","0","","false","true","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","3921454497","true","","","199","0.0000078125","0.4444444477558136","0.6969048380851746","0.4444444477558136","0.6969048380851746","1","1","0.00012635845632757992","0.00005533481453312561","0.5604395866394043","","","3.230098009109497","","","",""
"LargerTopoGNN_Necklaces","4dd1hfxi","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T23:17:10.000Z","620","p22f2bys","false","","true","32","","Necklaces","6","","true","","0","","false","true","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","521184110","true","","","199","0.0000078125","0.6262626051902771","0.6844755411148071","0.5959596037864685","0.68477863073349","1","1","0.00023495742061641067","0.0005923095159232616","0.593406617641449","","","3.17183780670166","","","",""
"LargerTopoGNN_Necklaces","2uyj5q3a","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T23:13:58.000Z","414","p22f2bys","false","","true","32","","Necklaces","5","","false","","0","","false","true","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","1310475443","true","","","199","0.0000078125","0.5555555820465088","0.6757351160049438","0.5555555820465088","0.6757351160049438","1","1","0.00012722230167128146","0.00008842646639095619","0.5494505763053894","","","2.8945353031158447","","","",""
"LargerTopoGNN_Necklaces","2m3bwbwg","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T23:13:02.000Z","655","p22f2bys","false","","true","32","","Necklaces","5","","true","","0","","false","true","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","3408576041","true","","","199","0.0000078125","0.5555555820465088","0.6841079592704773","0.5656565427780151","0.6839890480041504","1","1","0.00017100181139539927","0.00023265901836566627","0.5274725556373596","","","2.993177890777588","","","",""
"LargerTopoGNN_Necklaces","4dd1hfxi","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T23:10:06.000Z","416","p22f2bys","false","","true","32","","Necklaces","4","","false","","0","","false","true","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","1327622928","true","","","199","0.0000078125","0.5858585834503174","0.688654899597168","0.5858585834503174","0.688654899597168","1","1","0.00006228678103070706","0.000028214373742230237","0.5714285969734192","","","3.537174940109253","","","",""
"LargerTopoGNN_Necklaces","s775scy1","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-01T23:07:30.000Z","650","p22f2bys","false","","true","32","","Necklaces","4","","true","","0","","false","true","32","","","146","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","4","4","false","128","true","false","42","false","32","false","Tasks.GRAPH_CLASSIFICATION","true","3220356159","true","","","199","0.0000078125","0.5353535413742065","0.6872427463531494","0.5353535413742065","0.686476469039917","1","1","0.0002030415489571169","0.00008181364682968706","0.5604395866394043","","","2.9925384521484375","","","",""
