"Name","fake","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","GIN","aggregation_fn","batch_norm","batch_size","benchmark_idx","dataset","deepset","depth","dim0_out_dim","dim1","dim1_out_dim","dropout_p","dummy_var","early_topo","filtration_hidden","fold","folds","hidden_dim","legacy","lr","lr_patience","max_epochs","merged","min_lr","model","num_classes","num_coord_funs","num_coord_funs/Gaussian_transform","num_coord_funs/Line_transform","num_coord_funs/RationalHat_transform","num_coord_funs/Triangle_transform","num_coord_funs1","num_coord_funs1/Gaussian_transform","num_coord_funs1/Line_transform","num_coord_funs1/RationalHat_transform","num_coord_funs1/Triangle_transform","num_filtrations","num_node_features","paired","q_dim_set2set","residual","residual_and_bn","seed","set2set","set_out_dim","shallow_deepset","share_filtration_parameters","swap_bn_order","tanh_filtrations","task","train_eps","training_seed","use_node_attributes","best_val_acc","best_val_loss","epoch","lr-Adam","restored_test_acc","restored_test_loss","test_acc","test_loss","train_acc_epoch","train_acc_step","train_loss_epoch","train_loss_step","val_acc","val_acc_epoch","val_acc_step","val_loss","val_loss_epoch","val_loss_step","val_loss_step/epoch_0","validation_loss"
"LargerTopoGNN_Necklaces","false","b8eei84b","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T18:19:53.000Z","525","e6ybbprl","false","mean","true","32","","Necklaces","false","8","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","1913783379","true","","","199","0.000125","0.9898989796638488","0.012722037732601166","0.9898989796638488","0.012722049839794636","1","1","0.000031409337680088356","0.000004500120212469483","0.9780219793319702","","","0.1869682669639587","","","",""
"LargerTopoGNN_Necklaces","false","mc0n9nt9","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T18:17:48.000Z","739","e6ybbprl","false","mean","true","32","","Necklaces","false","8","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","1407876017","true","","","199","0.000015625","0.9898989796638488","0.07649829983711243","0.9898989796638488","0.07649831473827362","1","1","0.00002361102451686747","0.00002313916957064066","0.9780219793319702","","","0.2609715759754181","","","",""
"LargerTopoGNN_Necklaces","false","4zti258l","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T18:15:25.000Z","549","e6ybbprl","false","mean","true","32","","Necklaces","false","7","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","4164415195","true","","","199","0.00003125","0.9797979593276978","0.03497394919395447","0.9797979593276978","0.03497396409511566","1","1","0.00012346521543804556","0.000009253431016986724","0.9450549483299256","","","0.30974283814430237","","","",""
"LargerTopoGNN_Necklaces","false","vjp6i9c7","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T18:09:52.000Z","781","e6ybbprl","false","mean","true","32","","Necklaces","false","7","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","4232342579","true","","","199","0.000015625","0.9797979593276978","0.033027566969394684","0.9797979593276978","0.033027589321136475","1","1","0.00001508856348664267","0.0000030584421892854152","0.9890109896659852","","","0.050696466118097305","","","",""
"LargerTopoGNN_Necklaces","false","h299a3f6","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T18:09:01.000Z","488","e6ybbprl","false","mean","true","32","","Necklaces","false","6","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","2347598422","true","","","199","0.00003125","1","0.004304469563066959","1","0.004304469097405672","1","1","0.00004040668864035979","0.000008839997462928295","0.9670329689979552","","","0.1400434523820877","","","",""
"LargerTopoGNN_Necklaces","false","mc0n9nt9","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T18:05:20.000Z","744","e6ybbprl","false","mean","true","32","","Necklaces","false","6","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","2377481096","true","","","199","0.000015625","0.9898989796638488","0.07457813620567322","0.9898989796638488","0.07457809150218964","1","1","0.000013421138646663168","0.000015209414414130151","0.9890109896659852","","","0.013031752780079842","","","",""
"LargerTopoGNN_Necklaces","false","b8eei84b","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T18:02:05.000Z","516","e6ybbprl","false","mean","true","32","","Necklaces","false","5","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","2136327767","true","","","199","0.000015625","0.9595959782600404","0.686310887336731","0.9595959782600404","0.6863109469413757","1","1","0.00004624062785296701","0.00004987303327652626","0.9120879173278807","","","0.41901102662086487","","","",""
"LargerTopoGNN_Necklaces","false","vjp6i9c7","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T17:57:10.000Z","751","e6ybbprl","false","mean","true","32","","Necklaces","false","5","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","2951675721","true","","","199","0.000015625","0.9696969985961914","0.0382373221218586","0.9696969985961914","0.03823729604482651","1","1","0.00003818795448751189","0.00004777998401550576","0.9890109896659852","","","0.04476059600710869","","","",""
"LargerTopoGNN_Necklaces","false","hfr8esht","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T17:54:56.000Z","517","e6ybbprl","false","mean","true","32","","Necklaces","false","4","32","false","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","1446896827","true","","","199","0.0000078125","0.7777777910232544","0.5477985143661499","0.7777777910232544","0.547798752784729","1","1","0.0001397274318151176","0.00004061786603415385","0.8241758346557617","","","0.7904786467552185","","","",""
"LargerTopoGNN_Necklaces","false","mc0n9nt9","finished","-","edebrouwer","LargerTopoGNN, Necklaces","2021-02-03T17:53:13.000Z","723","e6ybbprl","false","mean","true","32","","Necklaces","false","4","32","true","32","0","","false","24","","","146","","0.001","25","200","false","0.000001","LargerTopoGNN","2","3","","","","","","","","","","8","3","false","","true","true","42","","","false","true","false","false","Tasks.GRAPH_CLASSIFICATION","true","721147455","true","","","199","0.00003125","0.9696969985961914","0.03627968579530716","0.9696969985961914","0.03627970069646835","1","1","0.000007890196684456896","0.000006042163931851974","0.9890109896659852","","","0.07019618898630142","","","",""
